Station,Date & Time (Summer),Global radiation (W/m^2),Relative humidity (%),Temperature (ï¿½ï,Maximum 1 minute wind speed (m/s),Gust wind speed (m/s)
Yotvata,27/02/2020 14:00,651,54,20.7,3.7,4.4
Yotvata,28/02/2020 14:00,829,37,22.8,2.6,3.3
Yotvata,29/02/2020 14:00,814,49,20.3,2.8,3.7
Yotvata,01/03/2020 14:00,731,37,19.6,3.8,5.8
Yotvata,02/03/2020 14:00,853,40,19.8,4.1,5.5
Yotvata,03/03/2020 14:00,850,40,21.2,5.7,7.8
Yotvata,04/03/2020 14:00,860,23,26.6,3.1,3.3
Yotvata,05/03/2020 14:00,874,10,28.8,6.8,8.7
Yotvata,07/03/2020 14:00,817,41,20.2,4.9,5.4
Yotvata,08/03/2020 14:00,838,39,23.8,5.6,8.3
Yotvata,09/03/2020 14:00,617,17,29.1,3.2,4
Yotvata,10/03/2020 14:00,855,37,24,5.7,6.7
Yotvata,11/03/2020 14:00,668,43,23.6,4.4,7.4
Yotvata,12/03/2020 14:00,474,37,26.9,12.2,15.9
Yotvata,13/03/2020 14:00,439,57,19.2,11.4,17.4
Yotvata,14/03/2020 14:00,157,61,19.3,1.8,2.1
Yotvata,15/03/2020 14:00,846,58,21.9,2.7,3.4
Yotvata,16/03/2020 14:00,865,44,25.1,3.3,4.2
Yotvata,17/03/2020 14:00,429,52,21.8,2.4,3.2
Yotvata,18/03/2020 14:00,919,30,18.7,2.6,3.5
Yotvata,19/03/2020 14:00,889,34,19.4,4,4.5
Yotvata,20/03/2020 14:00,927,27,18.5,4.8,6.1
Yotvata,21/03/2020 14:00,141,39,15.4,4.1,4.9
Yotvata,22/03/2020 14:00,931,34,19.3,3,4.3
Yotvata,23/03/2020 14:00,841,21,23.6,9.8,12.9
Yotvata,24/03/2020 14:00,889,9,29,5.7,8.3
Yotvata,25/03/2020 14:00,901,35,23.7,4.5,5.9
Yotvata,26/03/2020 14:00,807,27,25.1,3.5,4.3
Yotvata,27/03/2020 14:00,839,19,28.7,2.5,3.5
Yotvata,28/03/2020 14:00,934,37,23.7,5.3,7
Yotvata,29/03/2020 14:00,906,19,24,3.4,4.1
Yotvata,30/03/2020 14:00,866,11,29.4,6.5,8.5
Yotvata,31/03/2020 14:00,874,10,29.9,8.6,11.7
Yotvata,01/04/2020 14:00,916,29,25.1,5.6,6.9
Yotvata,02/04/2020 14:00,895,30,25.1,4.4,6.6
Yotvata,03/04/2020 14:00,907,18,27.5,3.1,4.1
Yotvata,04/04/2020 14:00,892,15,32.4,3.6,4.7
Yotvata,05/04/2020 14:00,296,11,32.9,7,10.7
Yotvata,06/04/2020 14:00,666,32,26.4,3.9,4.5
Yotvata,07/04/2020 14:00,865,36,25,3.9,5.7
Yotvata,08/04/2020 14:00,915,27,23.2,4,5.8
Yotvata,09/04/2020 14:00,694,26,24.6,5.2,5.8
Yotvata,10/04/2020 14:00,724,23,24,6.6,7.9
Yotvata,11/04/2020 14:00,1036,26,23.6,3.9,4.4
Yotvata,12/04/2020 14:00,914,24,24.9,5,6.6
Yotvata,13/04/2020 14:00,674,26,26.2,6.1,8.7
Yotvata,14/04/2020 14:00,477,25,26.5,6.5,7.9
Yotvata,15/04/2020 14:00,628,18,29.9,6.5,8.3
Yotvata,16/04/2020 14:00,932,17,32,7.7,10.5
Yotvata,17/04/2020 14:00,458,32,24.3,5.1,5.5
Yotvata,18/04/2020 14:00,954,34,27.3,4.7,6.6
Yotvata,19/04/2020 14:00,863,26,31.1,4.7,6.1
Yotvata,20/04/2020 14:00,928,25,32.3,4.8,7.3
Yotvata,21/04/2020 14:00,836,26,32.5,1.5,2.5
Yotvata,22/04/2020 14:00,915,19,32,10.2,14.1
Yotvata,23/04/2020 14:00,953,29,29.2,3.6,4.9
Yotvata,24/04/2020 14:00,689,29,29.5,12.6,19.8
Yotvata,25/04/2020 14:00,762,30,26.6,4.8,6.4
Yotvata,26/04/2020 14:00,961,26,25.3,3.5,4.6
Yotvata,27/04/2020 14:00,221,20,28.7,3,2.5
Yotvata,28/04/2020 14:00,937,21,30.8,4.8,6.4
Yotvata,29/04/2020 14:00,971,24,26.2,3.9,5.4
Yotvata,30/04/2020 14:00,972,22,27.7,5.1,6.4
Yotvata,01/05/2020 14:00,960,14,31.5,3.1,4.6
Yotvata,02/05/2020 14:00,935,18,32.9,3.2,4.2
Yotvata,03/05/2020 14:00,945,15,35.2,4.5,6.6
Yotvata,04/05/2020 14:00,964,17,32,3.7,4.8
Yotvata,05/05/2020 14:00,860,20,32.2,8.8,11.4
Yotvata,06/05/2020 14:00,995,30,25.4,3,3.8
Yotvata,07/05/2020 14:00,1002,20,30.5,5.7,7
Yotvata,08/05/2020 14:00,973,19,33.8,4.2,5.3
Yotvata,09/05/2020 14:00,655,33,27.9,7.2,9.5
Yotvata,10/05/2020 14:00,998,19,30.5,4.5,5.9
Yotvata,11/05/2020 14:00,1000,16,31.3,5.7,7.3
Yotvata,12/05/2020 14:00,979,16,34.5,7,9.7
Yotvata,13/05/2020 14:00,977,11,38,7,9.6
Yotvata,14/05/2020 14:00,222,15,34.7,4.4,6.4
Yotvata,15/05/2020 14:00,589,14,37.1,5.2,7.6
Yotvata,16/05/2020 14:00,313,12,39.9,4,5.4
Yotvata,17/05/2020 14:00,933,8,42.3,4.6,4.9
Yotvata,18/05/2020 14:00,971,8,43,4.1,5
Yotvata,19/05/2020 14:00,909,10,42.2,2.6,3.3
Yotvata,20/05/2020 14:00,647,5,43.2,4.1,4.7
Yotvata,21/05/2020 14:00,927,7,43.5,3.3,4.6
Yotvata,22/05/2020 14:00,911,9,42.1,3.2,3.9
Yotvata,23/05/2020 14:00,941,19,34.5,4.7,6.4
Yotvata,24/05/2020 14:00,866,24,27.4,7.1,7.5
Yotvata,25/05/2020 14:00,975,21,28.3,6.6,8.6
Yotvata,26/05/2020 14:00,957,18,32.9,4.8,6.6
Yotvata,27/05/2020 14:00,939,22,33.3,4.3,5.6
Yotvata,28/05/2020 14:00,987,27,30.1,5.3,6.9
Yotvata,29/05/2020 14:00,1007,29,27.5,5.5,6.1
Yotvata,30/05/2020 14:00,991,22,28.9,6.2,8.9
Yotvata,31/05/2020 14:00,984,24,29.5,6.4,8.5
Yotvata,01/06/2020 14:00,987,16,32.6,4.5,6.4
Yotvata,02/06/2020 14:00,923,16,37.9,7.3,10.3
Yotvata,03/06/2020 14:00,1012,20,32.1,3,3.9
Yotvata,04/06/2020 14:00,941,18,34.5,4.4,5.9
Yotvata,05/06/2020 14:00,927,24,33.8,5.7,7.9
Yotvata,06/06/2020 14:00,959,16,35.9,5.1,7
Yotvata,07/06/2020 14:00,951,15,40.9,3,3.6
Yotvata,08/06/2020 14:00,966,9,40,4,5.3
Yotvata,09/06/2020 14:00,953,16,36.1,4.4,6.5
Yotvata,10/06/2020 14:00,981,16,35.2,5.1,6.3
Yotvata,11/06/2020 14:00,968,11,37.5,6.2,7.9
Yotvata,12/06/2020 14:00,969,13,34.4,4.3,6.2
Yotvata,13/06/2020 14:00,936,12,39.8,3.8,5.2
Yotvata,14/06/2020 14:00,924,20,35.6,6,7.9
Yotvata,15/06/2020 14:00,963,18,32.7,6.6,8.4
Yotvata,16/06/2020 14:00,975,19,34.5,7.3,8.9
Yotvata,17/06/2020 14:00,955,13,38.4,5.1,6.7
Yotvata,18/06/2020 14:00,917,28,35.9,4.9,6.5
Yotvata,19/06/2020 14:00,958,23,32.9,6.2,8.1
Yotvata,20/06/2020 14:00,937,26,33,4.8,6.1
Yotvata,21/06/2020 14:00,930,11,36,2.8,3.3
Yotvata,22/06/2020 14:00,907,12,40.8,4.3,7.2
Yotvata,23/06/2020 14:00,959,10,36.8,4.1,5.5
Yotvata,24/06/2020 14:00,957,20,34.4,5.7,8.1
Yotvata,25/06/2020 14:00,959,22,33.2,4.8,6.8
Yotvata,26/06/2020 14:00,993,24,35.2,7.7,9.7
Yotvata,27/06/2020 14:00,993,17,37.5,5.9,7.4
Yotvata,28/06/2020 14:00,993,14,38.3,5.5,7.4
Yotvata,29/06/2020 14:00,1008,15,37.6,5.7,7.3
Yotvata,30/06/2020 14:00,1019,11,36.3,3.1,5.4
Yotvata,01/07/2020 14:00,1010,12,37.3,6.7,8.8
Yotvata,02/07/2020 14:00,1003,11,38,4.6,6.1
Yotvata,03/07/2020 14:00,987,14,39.3,5.2,7.1
Yotvata,04/07/2020 14:00,997,13,38.8,3.5,5.4
Yotvata,05/07/2020 14:00,1004,12,38.1,3.9,4.3
Yotvata,06/07/2020 14:00,970,17,38.2,5.7,7.2
Yotvata,07/07/2020 14:00,987,15,37.2,4.2,5.3
Yotvata,08/07/2020 14:00,979,16,38.2,5.1,6.7
Yotvata,09/07/2020 14:00,953,26,36.1,3.9,5
Yotvata,10/07/2020 14:00,953,27,36.1,4.2,5.2
Yotvata,11/07/2020 14:00,973,22,36.7,4,5
Yotvata,12/07/2020 14:00,965,22,37.4,4.7,7
Yotvata,13/07/2020 14:00,981,20,37,5.3,7.4
Yotvata,14/07/2020 14:00,963,21,38.3,4.7,6.8
Yotvata,15/07/2020 14:00,960,17,39.5,5.8,7.8
Yotvata,16/07/2020 14:00,952,25,37.1,4.9,7.1
Yotvata,17/07/2020 14:00,963,22,35.9,5.1,6.5
Yotvata,18/07/2020 14:00,959,22,36.2,4.3,5.9
Yotvata,19/07/2020 14:00,961,19,37.9,6.1,7.9
Yotvata,20/07/2020 14:00,923,28,38.3,5.1,6.4
Yotvata,21/07/2020 14:00,934,19,38.8,8,9.4
Yotvata,22/07/2020 14:00,948,16,37.5,6.6,8.1
Yotvata,23/07/2020 14:00,922,23,38.4,6.4,8.4
Yotvata,24/07/2020 14:00,972,13,38.8,4.8,6.2
Yotvata,25/07/2020 14:00,939,15,39.4,6.1,7.3
Yotvata,26/07/2020 14:00,915,21,38.8,5.6,7.9
Yotvata,27/07/2020 14:00,873,30,38.8,5.9,7.4
Yotvata,28/07/2020 14:00,870,35,39.2,5.5,6.8
Yotvata,29/07/2020 14:00,890,26,40.6,3.9,6.4
Yotvata,30/07/2020 14:00,896,23,40.5,5,6.9
Yotvata,31/07/2020 14:00,940,10,40.2,5.4,6.6
Yotvata,01/08/2020 14:00,927,13,40.4,4,4.9
Yotvata,02/08/2020 14:00,921,20,39.2,4.2,5.2
Yotvata,03/08/2020 14:00,952,8,41.5,5.4,7.4
Yotvata,04/08/2020 14:00,925,17,39.1,3.7,4.6
Yotvata,05/08/2020 14:00,921,20,36.9,2.7,4.9
Yotvata,06/08/2020 14:00,931,21,36.7,4.7,4.9
Yotvata,07/08/2020 14:00,937,11,40.3,3.4,4.1
Yotvata,08/08/2020 14:00,906,25,37.9,3.7,5.6
Yotvata,09/08/2020 14:00,932,13,38.6,6.9,8.8
Yotvata,10/08/2020 14:00,915,20,37.6,6.7,8.5
Yotvata,11/08/2020 14:00,907,23,37.2,4.8,6.3
Yotvata,12/08/2020 14:00,914,32,34.6,3.7,4.9
Yotvata,13/08/2020 14:00,902,27,37,6.7,9.8
Yotvata,14/08/2020 14:00,907,19,38.2,5.7,6.5
Yotvata,15/08/2020 14:00,917,17,38.2,4.2,5.3
Yotvata,16/08/2020 14:00,914,14,38.2,3.2,4.2
Yotvata,17/08/2020 14:00,927,12,38.4,3.7,4.5
Yotvata,18/08/2020 14:00,935,14,37.3,4.6,5.9
Yotvata,19/08/2020 14:00,895,27,36,3.8,5.7
Yotvata,20/08/2020 14:00,888,25,37.3,4,3.9
Yotvata,21/08/2020 14:00,903,24,34.9,4.4,5.3
Yotvata,22/08/2020 14:00,899,28,34.5,5,7.3
Yotvata,23/08/2020 14:00,892,22,36.4,3.3,4.3
Yotvata,24/08/2020 14:00,883,21,37.6,4.1,5.6
Yotvata,25/08/2020 14:00,872,19,37.6,4.2,5.6
Yotvata,26/08/2020 14:00,877,16,37.3,3.5,4.6
Yotvata,27/08/2020 14:00,888,13,35.9,4,5
Yotvata,28/08/2020 14:00,921,21,35.8,6.9,9
Yotvata,29/08/2020 14:00,891,32,37.3,5.5,6.9
Yotvata,30/08/2020 14:00,876,38,37.2,3,3.8
Yotvata,31/08/2020 14:00,863,38,37.7,2.6,3.4
Yotvata,01/09/2020 14:00,881,22,39.4,2.8,4
Yotvata,02/09/2020 14:00,868,33,37.8,5.6,6.6
Yotvata,03/09/2020 14:00,876,29,39.1,5.3,7
Yotvata,04/09/2020 14:00,855,6,47,6.9,8.1
Yotvata,05/09/2020 14:00,862,19,42.9,2.8,3.4
Yotvata,06/09/2020 14:00,834,28,39.7,5.5,7.9
Yotvata,07/09/2020 14:00,833,27,38.6,4.9,6.7
Yotvata,08/09/2020 14:00,811,38,37.8,4.3,5.5
Yotvata,09/09/2020 14:00,808,40,37.6,5.4,7.1
Yotvata,10/09/2020 14:00,819,35,38.5,2.6,3.1
Yotvata,11/09/2020 14:00,817,33,38.4,4.3,5.8
Yotvata,12/09/2020 14:00,830,25,39.2,3.8,4.6
Yotvata,13/09/2020 14:00,829,20,38.2,5.8,7.3
Yotvata,14/09/2020 14:00,813,24,36.5,6.8,8.6
Yotvata,15/09/2020 14:00,785,31,36.2,5.9,7.4
Yotvata,16/09/2020 14:00,784,38,35.8,5.1,5.9
Yotvata,17/09/2020 14:00,772,36,37.5,5.5,7.3
Yotvata,18/09/2020 14:00,833,18,37.9,6.6,8.6
Yotvata,19/09/2020 14:00,783,23,38,6.7,9.5
Yotvata,20/09/2020 14:00,782,22,37.7,6.1,7.7
Yotvata,21/09/2020 14:00,775,34,35.5,6.3,7.5
Yotvata,22/09/2020 14:00,777,31,35,6.2,8.3
Yotvata,23/09/2020 14:00,774,37,33.9,4.7,6.7
Yotvata,24/09/2020 14:00,784,39,33.5,4.4,6
Yotvata,25/09/2020 14:00,803,32,33.2,4.6,5.6
Yotvata,26/09/2020 14:00,796,30,33.4,4,5.3
Yotvata,27/09/2020 14:00,779,29,35.1,7.7,9.3
Yotvata,28/09/2020 14:00,766,22,39.1,5.5,7.7
Yotvata,29/09/2020 14:00,764,26,35.8,4.8,5.9
Yotvata,30/09/2020 14:00,764,22,37.5,4.5,4.9
Yotvata,01/10/2020 14:00,739,28,36.1,4.1,5.4
Yotvata,02/10/2020 14:00,752,35,33.6,4.5,6.6
Yotvata,03/10/2020 14:00,753,34,32.5,4.9,6.7
Yotvata,04/10/2020 14:00,761,33,30.8,4.8,6.8
Yotvata,05/10/2020 14:00,748,33,32.2,6,7.6
Yotvata,06/10/2020 14:00,741,25,35.2,5.4,6.5
Yotvata,07/10/2020 14:00,743,14,37.6,3.9,5.4
Yotvata,08/10/2020 14:00,651,12,38.4,4.3,5.2
Yotvata,09/10/2020 14:00,714,9,42.7,1.6,1.9
Yotvata,10/10/2020 14:00,686,35,34.5,4.1,5.3
Yotvata,11/10/2020 14:00,693,41,32,4.6,6.1
Yotvata,12/10/2020 14:00,697,42,31.7,4.7,6.1
Yotvata,13/10/2020 14:00,698,40,32.1,4.1,5.8
Yotvata,14/10/2020 14:00,720,31,31.6,5.3,7.9
Yotvata,15/10/2020 14:00,716,35,31.8,5.8,7.5
Yotvata,16/10/2020 14:00,695,38,31.4,6.1,7.7
Yotvata,17/10/2020 14:00,692,37,30.8,4.8,6.3
Yotvata,18/10/2020 14:00,680,38,31,4.1,6.1
Yotvata,19/10/2020 14:00,679,38,32.1,4.9,7.1
Yotvata,20/10/2020 14:00,679,39,32.5,3,3.7
Yotvata,21/10/2020 14:00,672,34,32.8,4.5,6.6
Yotvata,22/10/2020 14:00,668,34,32.6,3.3,4.4
Yotvata,23/10/2020 14:00,667,20,34.7,3.2,3.8
Yotvata,24/10/2020 14:00,637,9,36.9,2.9,3.7
Yotvata,25/10/2020 14:00,604,43,30.5,3.8,4.9
Yotvata,26/10/2020 14:00,643,38,31.1,2,2.7
Yotvata,27/10/2020 14:00,654,29,32.7,2.9,3.6
Yotvata,28/10/2020 14:00,627,42,31.4,3.7,4.8
Yotvata,29/10/2020 14:00,677,42,31.7,3.8,5.3
Yotvata,30/10/2020 14:00,622,43,31,3.9,5.7
Yotvata,31/10/2020 14:00,599,46,29.7,4.4,4.9
Yotvata,01/11/2020 14:00,594,46,29.8,4.7,6
Yotvata,02/11/2020 14:00,640,47,28.6,3.7,5.1
Yotvata,03/11/2020 14:00,645,43,27.9,3.7,5.5
Yotvata,04/11/2020 14:00,654,37,26,2.8,3.5
Yotvata,05/11/2020 14:00,822,36,26.8,6.8,9
Yotvata,06/11/2020 14:00,591,39,25,2.5,3.1
Yotvata,07/11/2020 14:00,672,40,25.7,3.7,5.3
Yotvata,08/11/2020 14:00,631,31,27.1,1.5,1.6
Yotvata,09/11/2020 14:00,633,29,28,2.8,3.2
Yotvata,10/11/2020 14:00,616,36,27.1,2.2,3.1
Yotvata,11/11/2020 14:00,588,40,26.5,4.8,6.5
Yotvata,12/11/2020 14:00,604,42,26.3,4.6,7
Yotvata,13/11/2020 14:00,605,35,28.1,5.9,7.6
Yotvata,14/11/2020 14:00,592,27,29.6,1.8,2.3
Yotvata,15/11/2020 14:00,707,42,26,4.3,5.4
Yotvata,16/11/2020 14:00,616,36,24.4,4.6,6.2
Yotvata,17/11/2020 14:00,598,37,25.4,6.8,9.4
Yotvata,18/11/2020 14:00,576,24,28.8,2.9,3.9
Yotvata,19/11/2020 14:00,589,30,26.2,2,2.4
Yotvata,20/11/2020 14:00,598,43,25.1,2.1,2.6
Yotvata,21/11/2020 14:00,216,32,22.5,3.9,4.5
Yotvata,22/11/2020 14:00,610,30,24.5,4.1,6.1
Yotvata,23/11/2020 14:00,604,31,25.3,5.9,7.5
Yotvata,24/11/2020 14:00,299,32,25.5,4,4.8
Yotvata,25/11/2020 14:00,593,33,25,3.6,5
Yotvata,26/11/2020 14:00,324,38,22.8,4.6,7.2
Yotvata,27/11/2020 14:00,574,44,22.5,4,4.8
Yotvata,28/11/2020 14:00,567,46,21.6,2.9,3.5
Yotvata,29/11/2020 14:00,579,41,22.8,4.1,5.2
Yotvata,30/11/2020 14:00,588,35,23.9,2.9,3.7
Yotvata,01/12/2020 14:00,576,35,22.8,1.9,2.4
Yotvata,02/12/2020 14:00,564,31,22.7,3.5,4.4
Yotvata,03/12/2020 14:00,571,41,22.5,5.5,7.9
Yotvata,04/12/2020 14:00,570,40,22.9,3,3.6
Yotvata,05/12/2020 14:00,511,29,23,2.8,3.8
Yotvata,06/12/2020 14:00,560,37,21.6,1.7,2.4
Yotvata,07/12/2020 14:00,535,35,21.2,2.3,2.8
Yotvata,08/12/2020 14:00,670,44,26,4.7,6.5
Yotvata,09/12/2020 14:00,569,35,23,3.4,4.3
Yotvata,10/12/2020 14:00,572,36,23.4,4.1,4.9
Yotvata,11/12/2020 14:00,406,29,23.7,1.9,2.2
Yotvata,12/12/2020 14:00,187,30,26,5.1,8.2
Yotvata,13/12/2020 14:00,559,22,28.3,7.4,10.6
Yotvata,14/12/2020 14:00,519,40,27.6,9.1,13.4
Yotvata,15/12/2020 14:00,546,34,21,3.7,4.3
Yotvata,16/12/2020 14:00,114,46,20.9,2.9,3.7
Yotvata,17/12/2020 14:00,618,47,20.9,3.3,4.9
Yotvata,18/12/2020 14:00,568,45,21.4,4.4,6.9
Yotvata,19/12/2020 14:00,556,46,21.6,6.1,8.5
Yotvata,20/12/2020 14:00,563,42,21.3,4.6,6.8
Yotvata,21/12/2020 14:00,562,43,21.5,4.3,6.5
Yotvata,22/12/2020 14:00,289,51,19.8,3,3.6
Yotvata,23/12/2020 14:00,558,48,20.9,3.4,4.6
Yotvata,24/12/2020 14:00,573,40,20.3,3.6,4.9
Yotvata,25/12/2020 14:00,532,44,20.2,7.6,9.4
Yotvata,26/12/2020 14:00,536,33,20.7,6.9,9.9
Yotvata,27/12/2020 14:00,552,43,20.5,7.7,9.6
Yotvata,28/12/2020 14:00,413,39,20,4.4,5.6
Yotvata,29/12/2020 14:00,565,42,19.9,6,8.7
Yotvata,30/12/2020 14:00,532,40,20.3,6.8,9.2
Yotvata,31/12/2020 14:00,492,40,22,4.4,6.1
Yotvata,01/01/2021 14:00,553,43,22.2,4.3,5.7
Yotvata,02/01/2021 14:00,548,44,22.3,5,7
Yotvata,03/01/2021 14:00,544,45,22.2,3.7,4.8
Yotvata,04/01/2021 14:00,542,42,23.5,4.5,6.8
Yotvata,05/01/2021 14:00,543,40,23.8,4.4,7.4
Yotvata,06/01/2021 14:00,546,41,23.5,6.2,8.9
Yotvata,07/01/2021 14:00,580,33,23.7,5.3,7.4
Yotvata,08/01/2021 14:00,584,24,23.3,6.9,8.9
Yotvata,09/01/2021 14:00,574,29,22.8,7.5,9.1
Yotvata,10/01/2021 14:00,578,33,22.4,5.6,7.4
Yotvata,11/01/2021 14:00,594,33,24,4.7,6.8
Yotvata,12/01/2021 14:00,606,27,26.7,2.1,2.7
Yotvata,13/01/2021 14:00,278,43,23.7,6.2,9.5
Yotvata,14/01/2021 14:00,561,29,21,4.7,6.5
Yotvata,15/01/2021 14:00,636,36,19.5,2.7,3.2
Yotvata,16/01/2021 14:00,741,38,19.5,1.9,2.5
Yotvata,17/01/2021 14:00,438,31,20.7,4.3,5.9
Yotvata,18/01/2021 14:00,651,34,19.2,4.1,5.7
Yotvata,19/01/2021 14:00,-,30,19.3,2.8,3.4
Yotvata,20/01/2021 14:00,246,38,16,7.2,7.2
Yotvata,21/01/2021 14:00,675,35,16.9,5.7,6.9
Yotvata,22/01/2021 14:00,647,18,19.7,3.8,4.8
Yotvata,23/01/2021 14:00,693,16,19.1,4.1,5.5
Yotvata,24/01/2021 14:00,682,22,18.7,4.6,6.1
Yotvata,25/01/2021 14:00,667,30,18.6,4.1,5.2
Yotvata,26/01/2021 14:00,612,33,19.2,4.3,5.6
Yotvata,27/01/2021 14:00,551,27,23.1,1.6,2.6
Yotvata,28/01/2021 14:00,718,44,19.1,1.7,1.5
Yotvata,29/01/2021 14:00,319,40,17.2,5.8,8
Yotvata,30/01/2021 14:00,695,29,18.2,1.6,2.1
Yotvata,31/01/2021 14:00,688,29,23.3,2.6,3.1
Yotvata,01/02/2021 14:00,660,27,25.2,6.8,8.2
Yotvata,02/02/2021 14:00,652,22,25.7,3.7,4.7
Yotvata,03/02/2021 14:00,708,32,26.8,6.1,8.1
Yotvata,04/02/2021 14:00,467,41,21.9,2.8,3.4
Yotvata,05/02/2021 14:00,276,81,16.2,1.6,1.9
Yotvata,06/02/2021 14:00,709,56,20.3,3.9,5.8
Yotvata,07/02/2021 14:00,720,45,21.5,2.7,3.8
Yotvata,08/02/2021 14:00,715,32,24.6,3,3.6
Yotvata,09/02/2021 14:00,664,22,26.5,1.2,1.8
Yotvata,10/02/2021 14:00,744,24,25.7,3.5,4.6
Yotvata,11/02/2021 14:00,751,35,22.8,6.4,8.1
Yotvata,12/02/2021 14:00,745,30,24,3.3,4.7
Yotvata,13/02/2021 14:00,758,34,21.8,5.7,8
Yotvata,14/02/2021 14:00,756,34,23.5,3.2,4.5
Yotvata,15/02/2021 14:00,754,46,21.3,4.1,5.7
Yotvata,16/02/2021 14:00,706,41,21.3,2.8,3.8
Yotvata,17/02/2021 14:00,369,32,14,5.9,8.5
Yotvata,18/02/2021 14:00,303,35,15.5,5,6.4
Yotvata,19/02/2021 14:00,796,31,18.1,4,4.9
Yotvata,20/02/2021 14:00,812,34,18.1,4.9,6
Yotvata,21/02/2021 14:00,800,29,19.4,5.9,7.8
Yotvata,22/02/2021 14:00,722,33,19.3,4.9,8
Yotvata,23/02/2021 14:00,777,23,24,6.6,9.2
Yotvata,24/02/2021 14:00,774,33,20.7,4.7,6.4
Yotvata,25/02/2021 14:00,812,36,20.4,3.6,4.9
Yotvata,26/02/2021 14:00,808,27,23.8,4.2,4.9
Yotvata,27/02/2021 14:00,809,14,26.1,6.5,8.2
Yotvata,28/02/2021 14:00,878,39,22,4.5,5.8
Yotvata,01/03/2021 14:00,807,35,20.9,3.3,4.2
Yotvata,02/03/2021 14:00,822,30,22,4.4,5.9
Yotvata,03/03/2021 14:00,826,38,19.9,4.2,4.9
Yotvata,04/03/2021 14:00,679,35,17.2,4,5.1
Yotvata,05/03/2021 14:00,848,31,21.5,4.5,5.9
Yotvata,06/03/2021 14:00,830,29,23.6,8.5,10
Yotvata,07/03/2021 14:00,844,28,24.1,4.3,6
Yotvata,08/03/2021 14:00,850,30,22.3,-,5.6
Yotvata,09/03/2021 14:00,658,23,25.3,6.1,8
Yotvata,10/03/2021 14:00,797,13,32.8,2,3.4
Yotvata,11/03/2021 14:00,804,10,34.4,2.2,2.9
Yotvata,12/03/2021 14:00,851,33,21.7,6.7,8.8
Yotvata,13/03/2021 14:00,889,30,22.7,6.6,9.2
Yotvata,14/03/2021 14:00,612,35,22.9,4.5,6.1
Yotvata,15/03/2021 14:00,801,32,26.8,5.3,7.8
Yotvata,16/03/2021 14:00,841,34,25.9,4.2,6
Yotvata,17/03/2021 14:00,894,34,24.3,3.3,4.1
Yotvata,18/03/2021 14:00,755,28,22.8,3.4,4.5
Yotvata,19/03/2021 14:00,900,24,23.5,5.2,6
Yotvata,20/03/2021 14:00,838,26,27.1,3.5,4.2
Yotvata,21/03/2021 14:00,852,13,33.9,3.2,5.4
Yotvata,22/03/2021 14:00,273,17,35.5,1.6,2.1
Yotvata,23/03/2021 14:00,714,27,32.7,13.4,19.6
Yotvata,24/03/2021 14:00,902,17,25.1,4.6,7.2
Yotvata,25/03/2021 14:00,913,26,21.5,3.1,3.8
Yotvata,26/03/2021 14:00,932,23,22,4.6,5.9
Yotvata,27/03/2021 14:00,939,27,19.2,5.4,7.6
Yotvata,28/03/2021 14:00,925,28,21.1,5.3,7.9
Yotvata,29/03/2021 14:00,907,31,21.5,6.3,8.1
Yotvata,30/03/2021 14:00,913,37,21.3,5.6,9.7
Yotvata,31/03/2021 14:00,934,32,20.9,3.2,3.9
Yotvata,01/04/2021 14:00,908,24,23.4,3.8,4.3
Yotvata,02/04/2021 14:00,928,18,23.5,7.6,10.2
Yotvata,03/04/2021 14:00,951,21,23.1,4.6,5.9
Yotvata,04/04/2021 14:00,974,20,25.2,4.2,5.6
Yotvata,05/04/2021 14:00,948,16,29.8,5.6,7.1
Yotvata,06/04/2021 14:00,879,8,35.6,2.7,3.5
Yotvata,07/04/2021 14:00,942,8,34.9,3.1,4.5
Yotvata,08/04/2021 14:00,935,17,30,4.9,6.6
Yotvata,09/04/2021 14:00,957,26,24.8,4.9,6
Yotvata,10/04/2021 14:00,970,23,21.3,5.6,6.6
Yotvata,11/04/2021 14:00,968,27,20,3.1,4.2
Yotvata,12/04/2021 14:00,972,22,22.8,4.5,6.4
Yotvata,13/04/2021 14:00,973,22,23.7,5.6,7.9
Yotvata,14/04/2021 14:00,955,23,26.6,4.2,6.2
Yotvata,15/04/2021 14:00,934,17,30.7,4.7,6.5
Yotvata,16/04/2021 14:00,937,14,32.6,4.9,7.1
Yotvata,17/04/2021 14:00,925,13,34.6,3.9,5.9
Yotvata,18/04/2021 14:00,898,14,39.4,2.8,3.6
Yotvata,19/04/2021 14:00,841,10,40.9,5.3,7.3
Yotvata,20/04/2021 14:00,759,10,40.3,6.7,8.7
Yotvata,21/04/2021 14:00,906,23,29.9,5.8,8.6
Yotvata,22/04/2021 14:00,931,16,28.8,6.8,10.4
Yotvata,23/04/2021 14:00,925,16,29.3,6.2,8.1
Yotvata,24/04/2021 14:00,917,30,31,4.1,4.9
Yotvata,25/04/2021 14:00,944,11,37.3,6.6,9.3
Yotvata,26/04/2021 14:00,908,21,30.7,5.7,6.6
Yotvata,27/04/2021 14:00,967,22,28.7,4.8,7.6
Yotvata,28/04/2021 14:00,956,19,31.6,6.6,8
Yotvata,29/04/2021 14:00,953,15,36.3,5.7,8.5
Yotvata,30/04/2021 14:00,933,10,39.5,4.4,5.3
